1224449,LK,,MT,7.5219,80.5981,,,Matale,,Walawela,Walawela,,0,21048
1246453,LK,,AD,8.28333,80.71667,,,Anuradhapura,,Galenbindunuwewa,Galenbindunuwewa,"Galenbindunuwewa,Galenbinduwewa",0,50390
1248270,LK,,AD,8.28333,80.66667,,,Anuradhapura,,Dematawewa,Dematawewa,,0,50356
1224290,LK,,GL,6.1305,80.2521,,,Galle,,Wanduramba,Wanduramba,,0,80100
1229017,LK,,AD,8.4423,80.5054,,,Anuradhapura,,Rambewa,Rambewa,,0,50450
1237323,LK,,KY,7.26667,80.88333,,,Kandy,,Madugalla,Madugalla,,0,20938
1242796,LK,,PR,8.0,81.0,,,Polonnaruwa,,Jayanthipura,Jayanthipura,,0,51024
1243605,LK,,HB,6.09472,80.74111,,,Hambantota,,Ihala Beligalla,Ihala Beligalla,Ihala Beligalla,0,82412
1248615,LK,,MT,7.5293,80.6989,,,Matale,,Dankanda,Dankanda,Dankanda,0,21032
1224195,LK,,KE,7.2226,80.1887,,,Kegalle,,Warakapola,Warakapola,,0,71600
1225685,LK,,KG,7.463,80.2924,,,Kurunegala,,Uhumiya,Uhumiya,,0,60094
1227737,LK,,KG,7.6734,80.4748,,,Kurunegala,,Siyambalangamuwa,Siyambalangamuwa,"Siyambalangamuwa,Siyambalangomuwa,Siyambalanwatta",0,60646
1235499,LK,,BD,6.976,81.1712,,,Badulla,,Medawelagama,Medawelagama,"Medawela,Medawelagama",0,90518
1244955,LK,,KT,6.4137,80.1097,,,Kalutara,,Halwala,Halwala,,0,12118
1251489,LK,,KE,7.0273,80.1836,,,Kegalle,,Amitirigala,Amitirigala,,0,71320
7616479,LK,,BD,6.8258,80.9291,,,Badulla,,Galedanda,Galedanda,,0,90206
1222847,LK,,MT,7.5649,80.5821,,,Matale,,Yatawatta,Yatawatta,Yatawatta,0,21056
1229323,LK,,KY,7.1073,80.6322,,,Kandy,,Pussellawa,Pussellawa,Pussellawa,0,20580
1232934,LK,,GQ,7.0815,79.9308,,,Gampaha,,Niwandama,Niwandama South,"Niwandama,Niwandama South",0,11354
1236377,LK,,HB,6.1614,80.9701,,,Hambantota,,Mamadala,Mamadala,"Mamadala,Mamodala",0,82109
1241893,LK,,MH,5.94861,80.50056,,,Matara,,Kamburugamuwa,Kamburugamuwa,,0,81750
1245049,LK,,BD,6.9536,81.0299,,,Badulla,,Hali Ela,Hali-Ela,,0,90060
1247457,LK,,KY,7.3792,80.6429,,,Kandy,,Dunuwila,Dunuwila South,"Dunuwila,Dunuwila South",0,20824
1223908,LK,,KG,7.6476,79.9904,,,Kurunegala,,Weerapokuna,Weerapokuna,"Weerapokuna,Wirapokuna",0,60454
1245117,LK,,KE,7.2032,80.2956,,,Kegalle,,Hakahinna,Hakahinna,,0,71352
1225193,LK,,BC,7.91667,81.43333,,,Batticaloa,,Vakaneri,Vakaneri,,0,30424
1232409,LK,,NW,7.0877,80.8044,,,Nuwara Eliya,,Padiyapelella,Padiyapelella,"Maligatenna,Padiyapelella",0,20750
1240994,LK,,KY,7.3276,80.6212,,,Kandy,,Katugastota,Katugastota,Katugastota,0,20800
