3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,Herias (Campomanes),Campomanes,Campomanes,0,33629
3127209,ES,CL,AV,40.9009,-4.80212,05036,Castilla - Leon,Ávila,"Bohodón, El",Cabizuela,Cabizuela,Cabizuela,122,05165
3128098,ES,CL,P,42.67229,-4.44941,34107,Castilla - Leon,Palencia,Micieces de Ojeda,Berzosa De Los Hidalgos,Berzosa de los Hidalgos,Berzosa de los Hidalgos,0,34485
3128104,ES,NC,NA,43.02624,-1.82639,31049,Navarra,Navarra,Basaburua,Beruete,Beruete,,0,31866
3128320,ES,CL,BU,42.42048,-3.19133,09220,Castilla - Leon,Burgos,Miraveche,Belorado,Belorado,"Belfuratus,Belorado,Bilforato,bei luo la duo,bylwradw,Белорадо,بيلورادو,贝洛拉多",2104,09250
3128744,ES,CB,S,43.41085,-3.99643,39044,Cantabria,Cantabria,Miengo,Barcena De Cudon,Bárcena de Cudón,"Barcena de Cudon,Bárcena de Cudón",0,39318
3128845,ES,CL,P,42.016,-4.78185,34106,Castilla - Leon,Palencia,Meneses de Campos,Baquerin De Campos,Baquerín de Campos,"Baquerin de Campos,Baquerín de Campos",23,34305
3128937,ES,CL,LE,42.88926,-6.80495,24036,Castilla - Leon,León,Candín,Balouta,Balouta,Balouta,0,24433
3129688,ES,NC,NA,42.60598,-2.04653,31030,Navarra,Navarra,Arellano,Arellano,Arellano,Arellano,186,31263
3130415,ES,AR,HU,42.16468,-0.46369,22019,Aragon,Huesca,Alerre,Alerre,Alerre,Alerre,234,22194
3130483,ES,CL,SA,41.10966,-5.80726,37019,Castilla - Leon,Salamanca,Aldearrodrigo,Aldearrodrigo,Aldearrodrigo,Aldearrodrigo,184,37110
6545005,ES,IB,PM,39.92728,3.83137,07015,Baleares,Baleares,Ciutadella de Menorca,Cala'N Bosch,Cala'n Bosch,"Cala en Bosch,Cala'n Bosch",0,07769
